title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
"מתאם/ת מחשוב ורכז/ת מולטימדיה ואתרים- ביה""ס לעבודה סוציאלית/הפקולטה למדעי החברה (JB-1260)",אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-05,https://www.tau.ac.il/JB-1260/2025/position,בית הספר לעבודה סוציאלית,onsite,administrative,חיצוני,"אחריות כוללת לתפעול ותחזוקה שוטפת של מערכות המולטימדיה בביה""ס (מקרנים, מערכות שמע, מיקרופונים, מגברים ומיקסרים וכו'), לרבות עבודה עם ציוד מולטימדיה ומערכות שליטה מורכבות ותכנותן.
אחריות לפיתוח, עדכון, הפעלה ותחזוקה של אתר האינטרנט של ביה""ס, לרבות בניית טפסים והטמעתם באתר. איסוף ועיבוד ראשוני של הנתונים שנאספו מהטפסים.
צילום והקלטת אירועי ביה""ס .
בניית דפי WIX לסגל ביה""ס.
סיוע בעריכה ועדכון ידיעון ביה""ס.
סיוע, הדרכה ותמיכה במשתמשים בתפעול ציוד המולטימדיה.
תמיכה בנושאי מחשוב ומולטימדיה בכנסים ושיעורים.
קשר עם מגוון גורמים באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי/טכנאי/הנדסאי בתחום רלוונטי- רצוי. תעודת בגרות מלאה- חובה.
הכשרה פורמלית בתחום המחשבים.
ידע וניסיון בהפעלה ובתחזוקה של ציוד מחשבים ומולטימדיה.
ידע וניסיון בהקמת אתרי אינטרנט ובניהולם.
יכולת ניהול פרסומים ברשתות חברתיות. הכרת מערכת DROUPAL.
היכרות מעמיקה בנושא  HTML ,CSS- יתרון.
ידע בעריכת תמונות וסרטי וידאו - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה מאד.
שליטה מלאה במערכת הפעלה  WINDOWSובתוכנות OFFICE ויישומיהן.
יכולת למידה והתעדכנות מקצועית ויכולת עבודה עם מגוון רחב של צרכים טכנולוגיים.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
רכז/ת תלמידים (JB-1325),אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-04,https://www.tau.ac.il/JB-1325/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,חיצוני,"טיפול בענייני תלמידים לתואר ראשון ולתואר שני, כולל:
מתן מענה שוטף לפניות תלמידים וסגל הוראה, קבלת קהל, ייעוץ והכוונה למועמדים ולתלמידים.
טיפול בקבלת מועמדים לתואר ראשון ולתואר שני.
רישום לקורסים ודיווח ציונים.
מעקב אחר מילוי חובות אקדמיים ויישום החלטות ועדת ההוראה.
טיפול בסגירת תיק תלמיד והפקת אישורים.
סיוע בארגון אירועים.
סיוע במערך הבחינות.
קיום קשר עם מגוון גורמים, בקמפוס ומחוצה לו.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכת מינהל תלמידים - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה מאוד, לרבות יכולת הבעה ותכתובת בשפות אלו.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה, יחסי אנוש מעולים ויכולת מתן מענה לצרכים של אוכלוסיות מגוונות.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
מנהל/ת חשבונות מדור בקרה והתאמות-יחידת החשבות (JB-1328),אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-04,https://www.tau.ac.il/position/jb-1328/2026,אגף הכספים כלכלה ותקציבים,onsite,administrative,פנימי,"ביצוע התאמות בנקים והתאמות כרטיסי אשראי כולל רישום פקודות יומן ידניות לסוגיהן.
ביצוע התאמות של הכנסות מתשלומים שונים.
טיפול שוטף ובירורים מול הבנקים, חברות האשראי ויחידות האוניברסיטה.
קיום ממשקים שוטפים עם גורמים באגף ובקמפוס.
ביצוע מטלות נוספות על פי הנחיית מנהלת המדור וככל שיידרש.","תעודת בגרות מלאה לפחות, רצוי תואר אקדמי.
תישקל מועמדותם של עובדים ותיקים שאינם עומדים בדרישת ההשכלה ועברו השתלמויות מקצועיות רלוונטיות לתפקיד.
סוג 2 לפחות בהנהלת חשבונות או תואר אקדמי בתחומי חשבונאות/כלכלה או בתחום דומה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון של מספר שנים בהנהלת חשבונות ממוחשבת. ידע וניסיון בתחום ההתאמות - יתרון.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך"
"רכז/ת מורים, ועדת מינויים והתמחויות- ביה""ס לרפואת שיניים (JB-1319)",אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-03,https://www.tau.ac.il/JB-1319/2026/position,"ביה""ס לרפואת שיניים/הפקולטה לרפואה",onsite,administrative,חיצוני,"טיפול בסגל אקדמי בכיר וזוטר, כולל הארכת מינויים ועדכון היקפי משרה ונתונים נוספים במערכת ה- ERP,
טיפול בביטוח אחריות מקצועית, ריכוז טפסי דיווח שעות עבודה וקבלת קו""ח מעודכנים וטפסי משוב.
טיפול בסגל אקדמי שעתי ומתנדב, כולל טיפול בקליטה ובדוחות נוכחות, עדכון וסיום מינויים, ריכוז הטיפול באישורי חניה וסיוע שוטף ומתן מענה בנושאים השונים.
ניהול ההליך האקדמי של תיקי מועמדות למינוי וקידום אקדמי לרבות מתן מענה למועמדים, קבלת תיקי מועמדים ובדיקתם, ריכוז הועדה היחידתית, לרבות זימון ישיבות, הכנת תיקים לדיון, טיפול בתיקים בהתאם להחלטות הוועדה, כתיבת פרוטוקולים והפצתם.
מינוי ועדות מקצועיות, ריכוז הטיפול בפניות לסוקרים, בחינת איכות ותקינות המכתבים, קבלת תשובות ומעקב אחרי ביצוע החלטות, מתן מידע לוועדה המקצועית והגשת תיקים למזכירות האקדמית.
טיפול כולל בתוכניות ההתמחות בבית הספר, לרבות פרסום קול קורא, ריכוז רישום מועמדים, העברת מידע לוועדת הקבלה המחלקתית, ליווי פגישות הוועדות ושליחת מכתבי תשובה. טיפול בהמשך ההליך, כולל גבייה, איסוף מסמכים, מתן אישורים, הרשאות ועוד.
קשר עם מגוון גורמים בבית הספר, בפקולטה, באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון  בתחום המינהל האקדמי ו/או כוח אדם - יתרון.
ידיעת השפה העברית על בוריה וידיעה טובה מאוד של השפה האנגלית, לרבות יכולת תכתובת בשפות אלו.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב- ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה:  נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
"מ""מ רכז/ת תלמידים",אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-03,https://www.tau.ac.il/JB-1322/position/2026,הפקולטה למדעי הרוח,onsite,administrative,חיצוני,"טיפול בענייני תלמידים כולל:
מתן מענה למתעניינים וטיפול במועמדים משלב ההרשמה ועד לקליטתם בחוג.
מעקב אחר מצב הלימודים של תלמידי התואר: מילוי חובות אקדמיים, בדיקת דרישות קדם, יישום החלטות ועדת ההוראה ובדיקת זכאות לתואר.
מתן מענה שוטף לפניות תלמידים ולסגל האקדמי, לרבות קבלת קבל ומתן ייעוץ והכוונה, ארגון חומר לימודי, לרבות סילבוסים, רישום לקורסים ודיווח ציונים.
טיפול שוטף בחילופי סטודנטים ומתן פטורים מול הגורמים השונים.
הזנת נתונים למערכת הממוחשבת.
סיוע בארגון סיורים, אירועים, כנסים.
קשר שוטף עם מגוון גורמים בפקולטה ובאוניברסיטה.
ביצוע מטלות נוספות ככל שיידרש.","תעודת בגרות מלאה- חובה. רצוי תואר אקדמי.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP - יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים."
עובד/ת תחזוקה (JB-1278),אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-03,https://www.tau.ac.il/position/jb-1278/2026,הפקולטה להנדסה,onsite,administrative,חיצוני,"ביצוע עבודות תחזוקה ותפעול שוטף בבנייני הפקולטה, כולל:
איתור תקלות ותיקונן.
טיפול במפגעים ובעיות בתחום הבטיחות.
ארגון כיתות הלימוד והציוד הנדרש.
סיוע בפיקוח על ניקיון הבניינים.
חלוקת ציוד, כולל פינוי, סחיבה ושינוע של ציוד כבד משקל.
ביצוע שליחויות בקמפוס.
סיוע בארגון טקסים ואירועים בפקולטה.
מתן שירות לסגל האקדמי והמנהלי ולציבור הסטודנטים.
דיווח על תקלות באמצעות המערכת הממוחשבת.
ביצוע עבודות תחזוקה בבניין
ביצוע מטלות נוספות בהתאם להנחיית הממונים וככל שיידרש.","השכלה תיכונית/מקצועית מלאה, לפחות.
ידע טכני וניסיון בעבודה בתחום האחזקה.
יכולת איתור תקלות וביצוע תיקונים קלים.
כושר גופני טוב.
רישיון נהיגה.
ידע בסיסי בעבודה עם מערכות ממוחשבות.
ידע ויכולת תפעול מכשירים ומערכות מולטימדיה.
ידיעה טובה של השפה העברית ויכולת תקשורת בסיסית בשפה האנגלית.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת עבודה בעומס משימות ובלחץ.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה:  התפקיד כרוך בעבודה במשמרות.
ביצוע תורנויות בימי שישי, ערבי חג וחול המועד, בהתאם לצורך."
אחראי/ת טכני/ת מעבדות הוראה לביו-אלקטרוניקה (JB-1254),אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-03,https://www.tau.ac.il/position/JB-1254/2025,הפקולטה להנדסה,onsite,administrative,חיצוני,"אחריות כוללת על תפעול ותחזוקת המעבדות, כולל הפעלת מכשירי מדידה אלקטרוניים לניטור וניתוח ממוחשב של מדדים פיזיולוגיים.
תמיכה שוטפת במכשור ובתוכנות ההפעלה במעבדות ההוראה, כולל טיפול בתקלות בזמן אמת, בדיקה והגדרה של ציוד נדרש, ורכש של ציוד חדש ומתכלה.
פיתוח והטמעת מערכי ניסוי חדשים, תכנון מערכים קיימים ושדרוגם לפי הצורך, כולל אפיון דרישות חומרה ותוכנה.
הדרכת סטודנטים בביצוע ניסויים והכשרתם לעבודה עם ציוד המעבדה, סיוע בפעילויות Hands-On במסגרת הקורסים.
הגדרת נהלי בטיחות והטמעתם בקרב מדריכים וסטודנטים.
ליווי,מעקב ותמיכה בפרויקטים בשיתוף התעשייה, חוקרים באוניברסיטה ובתי חולים.
ביצוע מטלות נוספות עפ""י הצורך.","תואר ראשון בהנדסה או במדעים מדויקים.
ניסיון בתפעול מעבדות הוראה ו/או בהדרכת פרויקטים - יתרון.
היכרות מעמיקה עם ציוד מדידה אלקטרוני, ובפרט חיישנים למדדים פיזיולוגיים.
ניסיון בעבודה עם לוחות פיתוח ובקרים (Arduino, ESP32, Raspberry Pi Pico) כולל תוכנה.
שליטה בסביבת פיתוח LabView ובממשקי תוכנה נוספים לחיבור חומרה.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה גבוהה.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת הדרכה.
חשיבה יצירתית, יוזמה, יכולת ארגון, סדר ודיוק.
יכולת התמודדות עם ריבוי משימות ועומס.
תודעת שירות גבוהה ויחסי אנוש מעולים
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
"רכז/ת תלמידים לתארים מתקדמים החוג לסוציולוגיה ואנתרופולוגיה ביה""ס ללימודי חברה ומדיניות (JB-1318)",אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-03,https://www.tau.ac.il/position/jb-1318/2026,הפקולטה למדעי החברה,onsite,administrative,חיצוני,"טיפול בענייני תלמידים לתארים מתקדמים בחוג לסוציולוגיה ואנתרופולוגיה, כולל:
מתן מענה שוטף לפניות מועמדים, הכנת תיקי מועמדים לדיון בוועדות הקבלה, זימון לריאיונות וטיפול בקבלתם.
טיפול בתלמידים ובסגל החוג, קבלת קהל, מתן ייעוץ והכוונה.
רישום לקורסים, דיווח ציונים והזנת נתונים. בדיקה ומעקב אחר מילוי חובות אקדמיים, דרישות קדם וסגירת התואר.
סיוע בבניית תכניות הלימודים ומערכת השעות, בהכנת הידיעון, תיאום לוח הבחינות, ארגון החומר הלימודי לרבות סילבוסים.
טיפול במקרים חריגים, ריכוז בקשות לוועדת הוראה, מעקב ויישום אחר החלטות הוועדה.
סיוע בארגון כנסים, ימי עיון וסמינרים מחלקתיים.
קיום קשר שוטף עם מגוון גורמים בפקולטה ובאוניברסיטה.
ביצוע מטלות נוספות בהתאם להנחיות האחראית המנהלית של החוג.","תואר אקדמי-רצוי. תעודת בגרות מלאה-חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים – יתרון.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה טובה, לרבות יכולת ניסוח, הבעה ותכתובת בשפות אלה.
ניסיון בעבודה עם מערכות ממוחשבות, ושליטה בתוכנות OFFICE, לרבות EXCEL.
ידע בתוכנות גלבוע וממת""א-יתרון.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
"סייע/ת - מילוי מקום משרה ארעית, בית הספר לרפואת שיניים (JB-1292)",אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-03,https://www.tau.ac.il/JB-1292/2026/position,בית הספר לרפואת שיניים,onsite,administrative,חיצוני,"מתן שירותי סייעות שיניים לסגל הרופאים, המתמחים והסטודנטים בביה""ס, כולל:
סיוע לצוות המטפל.
תפעול הכיסא הדנטלי והמכשירים הנמצאים בחדר הטיפולים.
אחריות על הסדר והניקיון בחדר הטיפולים, לרבות ביצוע סטריליזציה.
אחריות על תקינות הציוד ודיווח על תקלות.
ביצוע מטלות נוספות ככל שיידרש.","השכלה תיכונית/מקצועית מלאה. רצויה תעודת בגרות מלאה.
תעודת סייע/ת ברפואת שיניים מוכרת ע""י משרד הבריאות ו/או עבודה פרקטית כסייעת שיניים במשך שלוש שנים לפחות.
ידע בתפעול הכיסא הדנטלי ובמכשור בתחומי רפואת שיניים.
יכולת השתלבות בעבודה בצוות.
שליטה בשפה העברית. שפה אנגלית – יתרון.
יכולת עבודה בסביבה ממוחשבת.
יכולת עבודה בעומס ובלחץ.
תודעת שירות גבוהה, יחסי אנוש מעולים ויכולת לתת מענה לצרכים של אוכלוסיות מגוונות.
הערה: העבודה במשמרות. נדרשת נכונות לביצוע שעות נוספות בהתאם לצורך."
"רכז/ת התוכנית לפיתוח בר קיימה ביה""ס לחברה ומדיניות (JB-1293)",אוניברסיטת תל אביב,תל אביב,2026-04-29,2026-05-03,https://www.tau.ac.il/position/jb-1293/2026,בית הספר ללימודי חברה ומדיניות,onsite,administrative,חיצוני,"ריכוז הפעילות האדמיניסטרטיבית של התוכנית לפיתוח בר קיימה (הנלמדת בשפה האנגלית), כולל:
אחריות לגיוס תלמידים לתוכנית מהארץ ומחו""ל.
מתן מענה למתעניינים בתוכנית וטיפול במועמדים משלב ההרשמה ועד לקליטתם בתוכנית.
טיפול שוטף בתלמידי התוכנית במהלך לימודיהם ועד לסיום התואר.
טיפול בנושאי הוראה והסגל האקדמי בתוכנית, לרבות תכנון תכנית הלימודים, טיפול במלגות, ארגון כנסים וסיורים וכיוב'.
אחריות לעדכון אתר האינטרנט של התוכנית.
קשר עם מגוון גורמים באוניברסיטה ובחו""ל, לרבות קיום תכתובת שוטפת עמם.
ביצוע מטלות נוספות לפי הנחיות הממונה.","תואר אקדמי-רצוי, תעודת בגרות מלאה-חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים – יתרון.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה גבוהה, לרבות יכולת ניסוח הבעה ותכתובת בשפות אלו.
ניסיון בעבודה עם עולים חדשים ומול גורמים בינלאומיים - יתרון.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP -יתרון.
יכולת עבודה עצמאית והשתלבות בעבודת צוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים, יכולת מתן מענה לצרכים של אוכלוסיות מגוונות, סגל וסטודנטים מהארץ ומחו""ל.
הערות :  נדרשת נכונות לביצוע שעות נוספות בהתאם לצורך.
כפיפות : מנהלת המערך המינהלי של ביה""ס."
