title,company,location,date,url,department,workplace_type,description,requirements
איש/אשת סיסטם ותשתיות מחשוב,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20111008,הפקולטה להנדסה אזרחית וסביבתית,onsite,,
רכז/ת קשרי תעשיה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20217001,הפקולטה לארכיטקטורה ובינוי ערים,onsite,,
מנהל/ת מעבדה בעל/ת הכשרה ביולוגית,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20317001,הפקולטה להנדסת מכונות,onsite,,
רכז/ת הוראה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20414007,הפקולטה למדע והנדסה של חומרים,onsite,,
תומך/ת מחשוב,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20414011,הפקולטה למדע והנדסה של חומרים,onsite,,
מהנדסת או מהנדס ראשי פקולטי,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20514010,הפקולטה להנדסת חשמל ומחשבים,onsite,,
מהנדס/ת אחראי/ת למעבדות יסוד (הוראה),הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20517006,הפקולטה להנדסת חשמל ומחשבים,onsite,,
מנהל/ת מעבדת מחקר,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20517012,הפקולטה להנדסת חשמל ומחשבים,onsite,,
הנדסאי/ת מעבדת הוראה לכימיה פיסיקלית,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20611012,הפקולטה לכימיה,onsite,,
תומך/ת IT,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20617001,הפקולטה לכימיה,onsite,,
מהנדס/ת מעבדת מחקר,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20814012,הפקולטה להנדסת ביוטכנולוגיה ומזון,onsite,,
מהנדס/ת מעבדת הוראה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20911017,הפקולטה לפיזיקה,onsite,,
מהנדס/ת מעבדה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=20914015,הפקולטה לפיזיקה,onsite,,
רכז/ת מנהלית לתארים מתקדמים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=21917001,הפקולטה למדעי הנתונים וההחלטות,onsite,,
רכז/ת במדור מלגות,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22617005,"ביה""ס לתארים מתקדמים",onsite,,
מהנדס/ת מעבדת מחקר והוראה לאנטומיה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22713002,הפקולטה לרפואה,onsite,,
"מהנדס/ת מעבדה- משרה זמנית להחלפה לחל""ד",הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22713012,הפקולטה לרפואה,onsite,,
מהנדס/ת מעבדה חישובית,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22717009,הפקולטה לרפואה,onsite,,
רכז/ת תארים מתקדמים ובינלאומיות,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22717033,הפקולטה לרפואה,onsite,,
מהנדס מעבדה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22717037,הפקולטה לרפואה,onsite,,
מהנדס/ת הדמיה פרה-קלינית,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22720052,הפקולטה לרפואה,onsite,,
מנהל/ת מערך הספריות,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22916001,הספריה המרכזית,onsite,,
רכז/ת שימור והנגשת אוספים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22916055,הספריה המרכזית,onsite,,
עובדת או עובד אחזקה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=22950016,הספריה המרכזית,onsite,,
מנהל/ת מעבדה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=23217002,המכון למצב מוצק,onsite,,
מהנדס/ת מעבדה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=23414002,הפקולטה לביולוגיה,onsite,,
מנהל/ת מעבדה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=23414023,הפקולטה לביולוגיה,onsite,,
מנהל/ת המרכז הקדם אקדמי בטכניון,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=23717001,המרכז לחינוך קדם אקדמי,onsite,"מנהל/ת המרכז הקדם-אקדמי אחראי/ת על הובלה
כוללת של
פעילות המרכז, לרבות:
- ניהול מדעי ופדגוגי של תכניות לימוד מגוונות
בתחומי
המדעים וההנדסה
- ניהול והובלת צוות המרכז, כולל מיון, גיוס,
הכשרה ופתוח
עובדים
- ניהול ותפעול שוטף של המרכז
- בנייה וניהול ובקרה של תקציב המרכז ומקורות
המימון,
לרבות דוחות ביצוע
- פיתוח עסקי לסיוע לגיוס משאבים
- בניית תכניות עבודה שנתיות ורב-שנתיות
- ייזום, הקמה וליווי פרויקטים חינוכיים
- ניהול קשרי עבודה שוטפים עם גורמי פנים וחוץ
טכניונים
ה",
רכז/ת מנהלי/ת ביחידה לנוער שוחר מדע,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=23717014,המרכז לחינוך קדם אקדמי,onsite,,
לבורנט/ית מדעי החיים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=23744605,המרכז לחינוך קדם אקדמי,onsite,,
יועץ/ת חינוכי,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=24517001,לשכת דיקן הסטודנטים,onsite,,
ראש לשכה ורכז/ת אדמיניסטרציה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=24610006,מערך משאבי אנוש טכניון,onsite,,
רכז/ת משאבי אנוש,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=24690006,מערך משאבי אנוש טכניון,onsite,":
❖ איתור מקורות גיוס, כולל נוכחות במדיות
השונות, ועבודה
עם רשתות חברתיות, ופרסום משרות
❖ סינון ומיון קורות חיים וביצוע ראיונות טלפוניים
ופרונטליים
❖ ליווי מועמדים בשלבי הגיוס
❖ הכנת הצעות שכר וחוזי העסקה
❖ שותפות ב תהליכי קליטת עובדים חדשים
❖ עדכון מערכות המידע הארגוניות
❖ מתן מענה לחברי הסגל בטכניון בנושאי משאבי
אנוש
מגוונים
❖ תמיכה אדמיניסטרטיבית בפרויקטים רוחביים
של מערך
משאבי אנוש בהתאם לצורך
ה",
רכז/ת ייעוץ והכוון אישי במדור מועמדים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=24797006,מועמדים והערכה,onsite,,
עובד/ת ביקורת פנים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=24917001,ביקורת פנימית,onsite,,
מהנדסת או מהנדס תקשוב,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=25011004,מערך מחשוב ומערכות מידע,onsite,,
"רכז/ת שיווק קשרי נוער, תיכונים וצבא",הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=25517072,יחידת השיווק,onsite,,
רכז/ת שיווק וקמפיינים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=25550031,יחידת השיווק,onsite,,
אדריכל/ית ומנהל/ת תכנון,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=25810074,אגף בינוי ותחזוקה,onsite,,
"רכז/ת הדרכות בטיחות- משרה זמנית לחל""ד",הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=26410108,יחידת הבטיחות ופיקוח סכנות קרינה,onsite,,
מומחה/ית מולטימדיה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=26814002,המרכז לקידום הלמידה וההוראה,onsite,,
אחראי/ת ניהול זהויות ומאגרי משתמשים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=27911001,מערך מחשוב ומערכות מידע,onsite,":
אפיון, יישום, פיתוח והטמעת תשתיות ארגוניות
בתחומי ניהול זהויות, מאגרי משתמשים, דוא""ל
ותשתיות ארגוניות אחרות, בהתקנה מקומית
ובטכנולוגיות וסביבות ענן.
התפקיד כולל עבודה שוטפת עם מערכות
Microsoft 365 , Azure , Active Directory,
Defender
והטמעה ארגונית של מערכת IAM/IDM  , אפיון
ופיתוח תהליכים וממשקים במערכות ארגוניות.
שיתוף פעולה עם צוותי אבטחת מידע, פיתוח
ותשתיות לצורך יישום פתרונות הזדהות ארגונית,
וכן עם צוותים ביחידות הטכניון השונות
ובפקולטות.
ה",
מיישמ/ת מערכות מידע לתחום מנהל תלמידים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=27911007,מערך מחשוב ומערכות מידע,onsite,,
מנהלת או מנהל אגף תשתיות ותפעול,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=27911043,מערך מחשוב ומערכות מידע,onsite,,
ראש אגף אבטחת מידע וסייבר טכניוני,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=27911048,מערך מחשוב ומערכות מידע,onsite,,
מפתח/ת DATAWAREHOUSE,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=27914005,מערך מחשוב ומערכות מידע,onsite,,
מנהל/ת מערכות גיבויים ושרידות עסקית,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=27914024,מערך מחשוב ומערכות מידע,onsite,":
ü ניהול ותפעול וניהול מערכות ותשתיות גיבויים ו אחסון נתונים
ü ניהול, תחזוקה ושדרוג של מערכות  LINUX
ü עבודה מול צוותי אבטחת מידע, פיתוח ותשתיות
ü ניהול ואחריות לכל תהליכי הגיבויים והשרידות העסקית
ה",
מפתח/ת AI באגף דיגיטל ודאטה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=27917004,מערך מחשוב ומערכות מידע,onsite,,":
• יכולת ביטוי גבוהה בכתב ובעל-פה בעברית ובאנגלית, כולל
כתיבת מסמכי אפיון והצגת פתרון.
• יכולת למידה עצמית גבוהה והתעדכנות שוטפת
בטכנולוגיות AI מתפתחות.
• יכולת עבודה בצוות, שיתוף פעולה עם גורמים טכנולוגיים
ולא-טכנולוגיים, ויחסי אנוש מצוינים.
• אחריות אישית, סדר ויכולת עבודה בסביבה ארגונית
מורכבת.
• נכונות לגמישות תפעולית בהתאם לצרכים נקודתיים.
היקף המשרה
100%
הערות"
תומך/ת ויועץ/ת מחשוב עתיר ביצועים (HPC),הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=27950055,מערך מחשוב ומערכות מידע,onsite,,
רכז/ת מנהלי/ת תכנית ג'ייקובס טכניון,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=50052101,תכנית ג'קובס,onsite,,
רכז/ת פדגוגי/ת ביחידה לנוער שוחר מדע,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=50057513,המרכז לחינוך קדם אקדמי,onsite,,
"מנהל/ת מרכז הממציאים ע""ש מהודר בטכניון",הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=50059366,לשכת משנה בכיר לנשיא,onsite,":
§ ניהול מרכז מהודר לממציאים ואחריות על כל
הפעילויות במרכז
§ קידום השיווק והפרסום של מרכז הממציאים
בארץ, ובקרב יתר קהלי
הטכניון
§ פיתוח תכנית להפעלת המרכז ביניהם: סדנאות,
קורסים והדרכה
לממציאים ולסטודנטים בטכניון, תלמידי תיכון
וממציאים מכל הארץ.
§ יכולות של תפעול ותחזוקה של ציוד מגוון
(מדפסות, עיבוד שבבי,
חיתוך לייזר וכיוצ""ב)
§ ביצוע הזמנות ומעקב של חומרים וציוד
§ ניהול צוות מרכז הממציאים, כולל סטודנטים,
והובלת תוכנית
הממציאים
§ הכנה והשתתפות בפגישות תקופתיות עם נציגי
התורם
§ כפיפות למנהל האב היזמות והחדשנות בטכניון
ה",
עובד/ת אחזקה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=50067498,הפקולטה לרפואה,onsite,,
רכז/ת רישום סטודנטים בינלאומיים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=50091122,מועמדים והערכה,onsite,":
מתן מענה מקצועי ושירותי לפניות מועמדים מחו""ל:
ייעוץ לגבי תנאי קבלה, תהליך הרישום ומתן מידע על תוכניות
לימוד רלוונטיות.
ליווי מועמדים לאורך תהליך הרישום, כולל הכוונה, עידוד
הרשמה וקבלת החלטה תוך שמירה על מקצועיות ושירותיות.
טיפול מקצה לקצה בתהליכי רישום לתוכניות הבינלאומיות.
עבודה שוטפת ותיאום מול גורמים אקדמיים ומנהליים לצורך
קליטה ותמיכה בסטודנטים.
ליווי אקדמי של הסטודנטים הלומדים בתוכנית הבינלאומית.
ה",
רכז/ת מאגרי מידע וניהול תרומות,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-09,https://hr.technion.ac.il/positions/?jobid=50100223,מערך קשרי חוץ ופיתוח משאבים,onsite,,
